timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw,frame_id,child_frame_id
1723528215.5020561,0.0037325166927757755,0.0032535417166707293,-0.0011313068513520762,-7.792159528282309e-05,0.00016570770691843543,0.0001247474146715313,0.9999999754536314,odom,base_link
1723528215.635452,0.0038801715368259244,-0.002150599925109276,-0.0002475460174990859,-0.00010986663713581756,0.0001555720582342251,0.0005539715715591036,0.9999998284210626,odom,base_link
1723528215.7355,0.004509745241521349,-0.002563677070852413,-0.0010529093785062891,-0.00013356682987825783,0.00013242131498001386,0.0003228380338249902,0.9999999302000482,odom,base_link
1723528215.8355472,0.006780322339454929,-0.002269407559706663,-0.003307229031298503,-5.5639912295398676e-05,0.0001223366480596031,0.00039893401940146886,0.9999999113947925,odom,base_link
1723528215.9689443,0.009134572620045592,-0.001458124319020618,-0.0013567401727788164,-0.00013543489270774657,0.00016295298373186442,0.0008741174311785509,0.9999995955111339,odom,base_link
1723528216.102342,0.011091723888871946,-0.0014017586206570166,0.0007459416730638878,-0.0001282942385377789,0.00011545682453108277,0.0013867525034852145,0.9999990235634254,odom,base_link
1723528216.202389,0.01836150959782752,0.00029011944621144554,-0.0015155020717527445,-8.477062003960777e-05,0.0001689667623694451,0.0008482876521214694,0.9999996223360459,odom,base_link
1723528216.3357832,0.02740906038697085,0.0009681594485095981,-0.0021052949616129375,-5.079303885736527e-05,0.00020414823217785314,0.0017775364883998949,0.9999983980525163,odom,base_link
1723528216.4358284,0.034532388586048374,-0.005223481434271463,0.0005784051036842018,-5.275212912944343e-05,0.00019538369110159642,0.0019448886409321761,0.9999980882234728,odom,base_link
1723528216.535875,0.032366858900489445,-0.008459341347772613,-0.0002023014789951709,-0.000104507408772226,0.00013272858609775275,0.0017923063053164126,0.999998379548403,odom,base_link
1723528216.6692698,0.03576647137880484,-0.006021140073542271,-0.002388560659433335,-7.892824066964314e-05,0.00013586923109350536,0.0022387023178989515,0.9999974817577376,odom,base_link
1723528216.802665,0.04698780360969617,-0.0061851109429426655,-0.0011367889224656715,-0.00014002185887716082,0.00011769024030351955,0.0034304028428450875,0.9999940994222027,odom,base_link
1723528216.9360602,0.05172902365414416,-0.005915106908297541,0.00038318849473509536,-0.0001419663934305621,9.072354473192089e-05,0.0034285614193526456,0.9999941082733315,odom,base_link
1723528217.0694559,0.0543851019413996,-0.007476558491008305,-0.0001612177336894053,-0.00011763491090845365,0.0001189853790568265,0.0038380326497888164,0.9999926207277164,odom,base_link
1723528217.2028768,0.06297498502204033,-0.008655043503338643,-0.0017065035537575583,-4.6079573568186345e-05,9.884788348033637e-05,0.0042034354769055005,0.9999911595789037,odom,base_link
1723528217.302961,0.06656644306100915,-0.010339799166296623,-0.0005298947736070397,-0.00014581049886274556,9.868206879949247e-05,0.004789342114945114,0.9999885155356805,odom,base_link
1723528217.4030478,0.07386496610563767,-0.017524602933352916,-0.0022892104528344634,-0.00013516167142498496,4.3553342510291e-05,0.005240015222562894,0.9999862609430673,odom,base_link
