timestamp_s,x_m,y_m,z_m,qx,qy,qz,qw
1723528213.3590887,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1723528213.5258324,0.0009543820500111149,0.0009190478011369299,0.0010838895088515206,-3.2675785667699994e-05,8.924665049373184e-05,-7.462595729917638e-05,0.9999999926991474
1723528213.6925755,0.000610163171733951,0.0009592129565306933,0.00047798393284613527,0.00010069283041160137,1.8292052165537976e-05,-4.191151485730487e-05,0.9999999938848899
1723528213.8259702,0.0014554786526405398,0.0008868545393354628,0.0005493098513510692,0.0001212753233138605,3.278888552863172e-05,-5.895455846734244e-05,0.9999999903707725
1723528213.9593656,0.0007356369186677714,0.0005477465384328436,0.0009899054437081131,0.0002304696504034274,5.407677392859644e-05,-5.1634687714323254e-05,0.9999999706466506
1723528214.0927355,0.0011731065461798175,0.0004397143391445885,-0.00010576118348982885,0.00014580619651713918,-2.584494110852928e-05,-6.107098529426054e-05,0.9999999871714633
1723528214.2594376,9.45760107502126e-05,-0.0007764253645354043,0.002357539714214516,0.000494522195864658,4.0339466322414176e-05,-5.982023130600092e-05,0.999999875121025
1723528214.3927975,-0.000207170737089278,-0.00021124303066778812,0.002748277784854259,0.0005492426637421433,1.671609487818939e-05,2.6631291463378798e-06,0.9999998490229767
1723528214.5594954,-0.00014636538943497873,0.0005715801020190629,0.0020100489665460133,0.0004366035605476441,-2.4275677513525758e-05,-3.4724378593291925e-05,0.9999999037911154
1723528214.7261927,-0.00016773751787202908,-0.00048744437815665976,0.000794350018132702,0.0004933149603426632,-0.00011897824739841184,-5.3282172079717015e-05,0.9999998698227598
1723528214.859549,0.0005952488950403208,-0.001143509958328712,0.002661155529104644,0.0005835318033669321,2.9101784279126148e-05,1.137619550032308e-05,0.9999998292571368
1723528214.9929047,-0.0005059050394933582,-0.0005473467681341304,0.003217804417866831,0.0005722334084707178,4.5952352499001325e-05,-1.5160190610848844e-05,0.9999998351037245
1723528215.1596477,0.0001278265512448055,0.0013453274169932285,0.0015540894344253722,0.00035096701001468997,-8.867512481167888e-05,-6.691867388034112e-05,0.9999999322403833
1723528215.359741,-0.0004884422777072428,0.000614371800451018,0.001668504424985942,0.0003486285818663025,-8.2110248480919e-05,-8.127511283107766e-05,0.9999999325551853
1723528215.493137,0.0010309276852374675,0.0010032290953183936,0.00043656776501003976,0.0003010519232285159,-0.0001787264530999909,2.715315534729243e-05,0.9999999383436484
1723528215.6598833,0.001954724934831923,0.0026029316251026,-4.3921627490078115e-05,0.0003459541638569096,-0.00018889615622297244,4.998734018972719e-05,0.9999999210676092
1723528215.8266292,0.005790294800382371,0.0025485639973624402,0.0020739090607593057,0.00035770020629520696,-0.00013550007714674083,0.00030552075460609136,0.9999998801736729
1723528215.9600267,0.009407060404223594,0.0009327659752694714,0.0019182993380290254,0.0005084717809481571,-0.00013517289157594553,0.0005719082361950958,0.9999996980528078
